BPC,CCR,Report Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative Closure,Allegation,Finding,ofcrRace,ofcrSex
16-63,67189,01/25/2016,Telephone (or TDD),38,Black,Female,04/12/2016,11TH PRECINCT,,Procedure,Sustained,Black,Male
16-64,67190,01/25/2016,Telephone (or TDD),45,Black,Female,03/22/2016,9TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-64,67190,01/25/2016,Telephone (or TDD),45,Black,Female,03/22/2016,9TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-64,67190,01/25/2016,Telephone (or TDD),45,Black,Female,03/22/2016,9TH PRECINCT,,Service,Exonerated,Black,Female
16-64,67190,01/25/2016,Telephone (or TDD),45,Black,Female,03/22/2016,9TH PRECINCT,,Service,Exonerated,Black,Male
16-65,67191,01/25/2016,Telephone (or TDD),50,White,Male,03/15/2016,DOWNTOWN SERVICES DIVISION,,Demeanor,Not Sustained,Black,Male
16-66,67192,01/25/2016,Telephone (or TDD),51,Black,Male,03/07/2016,5TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-66,67192,01/25/2016,Telephone (or TDD),51,Black,Male,03/07/2016,5TH PRECINCT,,Force,Unfounded,White,Male
16-66,67192,01/25/2016,Telephone (or TDD),51,Black,Male,03/07/2016,5TH PRECINCT,,Force,Unfounded,White,Male
16-66,67192,01/25/2016,Telephone (or TDD),51,Black,Male,03/07/2016,5TH PRECINCT,,Procedure,Exonerated,White,Male
16-66,67192,01/25/2016,Telephone (or TDD),51,Black,Male,03/07/2016,5TH PRECINCT,,Procedure,Exonerated,White,Male
16-66,67192,01/25/2016,Telephone (or TDD),51,Black,Male,03/07/2016,5TH PRECINCT,,Search,Exonerated,White,Male
16-66,67192,01/25/2016,Telephone (or TDD),51,Black,Male,03/07/2016,5TH PRECINCT,,Search,Exonerated,White,Male
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Demeanor,No Charge,White,Female
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Force,Exonerated,White,Female
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Force,Exonerated,Black,Male
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Harassment,Unfounded,White,Female
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Harassment,Unfounded,Black,Male
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Procedure,No Charge,White,Female
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Property,Exonerated,White,Female
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Property,Exonerated,Black,Male
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Search,Exonerated,White,Female
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Search,Exonerated,Black,Male
16-67,67193,01/25/2016,Walk In,41,Black,Male,04/04/2016,9TH PRECINCT,,Service,No Charge,White,Female
16-68,67194,01/26/2016,Telephone (or TDD),41,Black,Male,01/26/2016,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown
16-69,67195,01/26/2016,Walk In,31,Black,Female,03/09/2016,12TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-69,67195,01/26/2016,Walk In,31,Black,Female,03/09/2016,12TH PRECINCT,,Demeanor,Not Sustained,White,Male
16-69,67195,01/26/2016,Walk In,31,Black,Female,03/09/2016,12TH PRECINCT,,Procedure,No Charge,Black,Female
16-69,67195,01/26/2016,Walk In,31,Black,Female,03/09/2016,12TH PRECINCT,,Service,No Charge,Black,Female
16-70,67196,01/26/2016,Telephone (or TDD),0,Black,Female,04/12/2016,GANG INTELLIGENCE,,Demeanor,Not Sustained,White,Male
16-70,67196,01/26/2016,Telephone (or TDD),0,Black,Female,04/12/2016,GANG INTELLIGENCE,,Procedure,Unfounded,White,Male
16-71,67197,01/26/2016,Telephone (or TDD),67,Black,Female,03/16/2016,8TH PRECINCT,,Procedure,Exonerated,Black,Male
16-71,67197,01/26/2016,Telephone (or TDD),67,Black,Female,03/16/2016,8TH PRECINCT,,Service,Unfounded,Black,Male
16-72,67198,01/26/2016,Outside agency,15,Black,Male,04/12/2016,12TH PRECINCT,,Force,Not Sustained,White,Male
16-72,67198,01/26/2016,Outside agency,15,Black,Male,04/12/2016,12TH PRECINCT,,Force,Not Sustained,White,Male
16-72,67198,01/26/2016,Outside agency,15,Black,Male,04/12/2016,12TH PRECINCT,,Procedure,Not Sustained,White,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Demeanor,No Charge,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Demeanor,No Charge,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Demeanor,No Charge,Unknown,Unknown
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Harassment,No Charge,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Harassment,No Charge,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Harassment,No Charge,Unknown,Unknown
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Harassment,Not Sustained,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Harassment,Not Sustained,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Harassment,Unfounded,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Harassment,Unfounded,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Procedure,Sustained,Black,Male
16-73,67199,01/26/2016,Telephone (or TDD),22,Black,Male,04/25/2016,6TH PRECINCT,,Procedure,Sustained,Black,Male
16-74,67200,01/26/2016,Walk In,44,Black,Female,04/01/2016,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,White,Male
16-74,67200,01/26/2016,Walk In,44,Black,Female,04/01/2016,8TH PRECINCT,Admin.close/Inadequate Service,Service,No Charge,Black,Male
16-75,67201,01/27/2016,Telephone (or TDD),29,Black,Male,02/01/2016,UNKNOWN COMMAND,Transferred,Arrest,Admin. Closure,Unknown,Unknown
16-75,67201,01/27/2016,Telephone (or TDD),29,Black,Male,02/01/2016,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown
16-75,67201,01/27/2016,Telephone (or TDD),29,Black,Male,02/01/2016,UNKNOWN COMMAND,Transferred,Property,Admin. Closure,Unknown,Unknown
16-76,67202,01/27/2016,Telephone (or TDD),24,Black,Female,04/29/2016,COMMUNICATIONS OPERATIONS,,Demeanor,Sustained,Black,Female
16-76,67202,01/27/2016,Telephone (or TDD),24,Black,Female,04/29/2016,COMMUNICATIONS OPERATIONS,,Service,Sustained,Black,Female
16-77,67203,01/27/2016,Telephone (or TDD),24,Arabic,Male,03/09/2016,DOWNTOWN SERVICES DIVISION,,Procedure,Exonerated,White,Male
16-77,67203,01/27/2016,Telephone (or TDD),24,Arabic,Male,03/09/2016,DOWNTOWN SERVICES DIVISION,,Procedure,Not Sustained,White,Male
16-77,67203,01/27/2016,Telephone (or TDD),24,Arabic,Male,03/09/2016,DOWNTOWN SERVICES DIVISION,,Procedure,Unfounded,White,Male
16-78,67204,01/27/2016,Telephone (or TDD),32,White,Female,03/09/2016,9TH PRECINCT,,Demeanor,Unfounded,White,Female
16-78,67204,01/27/2016,Telephone (or TDD),32,White,Female,03/09/2016,9TH PRECINCT,,Service,Exonerated,White,Female
16-79,67205,01/27/2016,Walk In,39,Black,Male,04/25/2016,TACTICAL RESPONSE UNIT,Admin. Closure,Procedure,Admin. Closure,Black,Male
16-79,67205,01/27/2016,Walk In,39,Black,Male,04/25/2016,TACTICAL RESPONSE UNIT,Admin. Closure,Service,Admin. Closure,Black,Male
16-80,67206,01/28/2016,Telephone (or TDD),32,Black,Female,02/10/2016,COMMUNICATIONS OPERATIONS,,Demeanor,Unfounded,Black,Female
16-81,67207,01/28/2016,Telephone (or TDD),29,Unknown,Male,03/15/2016,ABANDON VEHICLE TASK FORCE,,Procedure,Unfounded,Black,Male
16-82,67208,01/28/2016,Telephone (or TDD),68,Black,Male,02/10/2016,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown
16-83,67209,01/28/2016,Telephone (or TDD),32,Black,Female,03/28/2016,6TH PRECINCT,,Demeanor,Unfounded,White,Male
16-84,67210,01/28/2016,Telephone (or TDD),22,Black,Male,04/04/2016,10TH PRECINCT,,Demeanor,No Charge,Black,Male
16-84,67210,01/28/2016,Telephone (or TDD),22,Black,Male,04/04/2016,10TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-85,67211,01/28/2016,Telephone (or TDD),28,Black,Male,02/03/2016,ARSON,Admin. Closure,Harassment,Admin. Closure,White,Male
16-85,67211,01/28/2016,Telephone (or TDD),28,Black,Male,02/03/2016,ARSON,Admin. Closure,Procedure,Admin. Closure,White,Male
16-86,67212,01/29/2016,Walk In,46,Black,Female,04/12/2016,12TH PRECINCT,,Harassment,Unfounded,Black,Male
16-87,67213,01/29/2016,Telephone (or TDD),34,Other,Male,03/24/2016,UNKNOWN COMMAND,,Procedure,Not Sustained,Unknown,Unknown
16-88,67214,01/29/2016,Telephone (or TDD),34,Other,Male,02/01/2016,UNKNOWN COMMAND,Duplication,Demeanor,Void,Unknown,Unknown
16-88,67214,01/29/2016,Telephone (or TDD),34,Other,Male,02/01/2016,UNKNOWN COMMAND,Duplication,Force,Void,Unknown,Unknown
16-89,67215,01/29/2016,Walk In,35,Black,Female,05/02/2016,5TH PRECINCT,,Procedure,Exonerated,White,Male
16-89,67215,01/29/2016,Walk In,35,Black,Female,05/02/2016,5TH PRECINCT,,Procedure,Exonerated,Black,Male
16-89,67215,01/29/2016,Walk In,35,Black,Female,05/02/2016,5TH PRECINCT,,Service,Unfounded,White,Male
16-89,67215,01/29/2016,Walk In,35,Black,Female,05/02/2016,5TH PRECINCT,,Service,Unfounded,Black,Male
16-90,67216,01/30/2016,Telephone (or TDD),40,Black,Male,02/04/2016,UNKNOWN COMMAND,Transferred,Force,Admin. Closure,Unknown,Unknown
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Arrest,No Charge,Black,Female
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Arrest,No Charge,White,Male
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Arrest,No Charge,Black,Male
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Demeanor,No Charge,Black,Female
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Demeanor,No Charge,White,Male
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Demeanor,No Charge,Black,Male
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Female
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Procedure,No Charge,Black,Male
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Service,No Charge,Black,Female
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Service,No Charge,White,Male
16-91,67217,01/31/2016,Walk In,35,Black,Female,03/22/2016,9TH PRECINCT,Admin. Closure,Service,No Charge,Black,Male
16-92,67218,02/01/2016,Telephone (or TDD),29,Black,Female,05/02/2016,6TH PRECINCT PDU,,Demeanor,Sustained,White,Male
16-92,67218,02/01/2016,Telephone (or TDD),29,Black,Female,05/02/2016,6TH PRECINCT PDU,,Procedure,Exonerated,White,Male
16-93,67219,02/01/2016,Telephone (or TDD),48,Black,Female,04/04/2016,UNKNOWN COMMAND,Transferred,Procedure,Admin. Closure,Unknown,Unknown
16-94,67220,02/01/2016,Telephone (or TDD),0,Black,Male,02/03/2016,MAJOR VIOLATORS,Duplication,Entry,Admin. Closure,Hispanic,Male
16-94,67220,02/01/2016,Telephone (or TDD),0,Black,Male,02/03/2016,MAJOR VIOLATORS,Duplication,Search,Admin. Closure,Hispanic,Male
16-94,67220,02/01/2016,Telephone (or TDD),0,Black,Male,02/03/2016,MAJOR VIOLATORS,Duplication,Service,Admin. Closure,Hispanic,Male
16-94,67220,02/01/2016,Telephone (or TDD),72,White,Male,02/03/2016,MAJOR VIOLATORS,Duplication,Entry,Admin. Closure,Hispanic,Male
16-94,67220,02/01/2016,Telephone (or TDD),72,White,Male,02/03/2016,MAJOR VIOLATORS,Duplication,Search,Admin. Closure,Hispanic,Male
16-94,67220,02/01/2016,Telephone (or TDD),72,White,Male,02/03/2016,MAJOR VIOLATORS,Duplication,Service,Admin. Closure,Hispanic,Male
16-95,67221,02/01/2016,Telephone (or TDD),62,Black,Female,04/04/2016,GAMING ADMINISTRATION SECTION,,Harassment,Sustained,Black,Male
16-95,67221,02/01/2016,Telephone (or TDD),62,Black,Female,04/04/2016,GAMING ADMINISTRATION SECTION,,Procedure,Sustained,Black,Male
16-96,67222,02/02/2016,Walk In,49,Black,Male,02/24/2016,10TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male
16-96,67222,02/02/2016,Walk In,49,Black,Male,02/24/2016,10TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male
16-97,67223,02/02/2016,Walk In,49,Black,Male,02/03/2016,UNKNOWN COMMAND,Duplication,Procedure,Void,Unknown,Unknown
16-98,67224,02/03/2016,Telephone (or TDD),32,White,Female,04/29/2016,DETROIT DETENTION CENTER,,Demeanor,Not Sustained,Black,Male
16-99,67225,02/03/2016,Online,34,Black,Female,04/15/2016,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-99,67225,02/03/2016,Online,34,Black,Female,04/15/2016,11TH PRECINCT,,Harassment,Unfounded,Black,Male
16-99,67225,02/03/2016,Online,34,Black,Female,04/15/2016,11TH PRECINCT,,Procedure,No Charge,Black,Male
16-99,67225,02/03/2016,Online,34,Black,Female,04/15/2016,11TH PRECINCT,,Property,Not Sustained,Black,Male
16-99,67225,02/03/2016,Online,34,Black,Female,04/15/2016,11TH PRECINCT,,Search,No Charge,Black,Male
16-100,67226,02/03/2016,Walk In,62,Black,Male,03/15/2016,12TH PRECINCT,,Demeanor,Sustained,Black,Male
16-100,67226,02/03/2016,Walk In,62,Black,Male,03/15/2016,12TH PRECINCT,,Procedure,Sustained,Black,Male
16-100,67226,02/03/2016,Walk In,62,Black,Male,03/15/2016,12TH PRECINCT,,Service,No Charge,Black,Male
16-100,67226,02/03/2016,Walk In,69,Black,Male,03/15/2016,12TH PRECINCT,,Demeanor,Sustained,Black,Male
16-100,67226,02/03/2016,Walk In,69,Black,Male,03/15/2016,12TH PRECINCT,,Procedure,Sustained,Black,Male
16-100,67226,02/03/2016,Walk In,69,Black,Male,03/15/2016,12TH PRECINCT,,Service,No Charge,Black,Male
16-101,67227,02/03/2016,Walk In,62,Black,Male,02/03/2016,12TH PRECINCT,Duplication,Demeanor,Void,Black,Male
16-101,67227,02/03/2016,Walk In,62,Black,Male,02/03/2016,12TH PRECINCT,Duplication,Service,Void,Black,Male
16-101,67227,02/03/2016,Walk In,68,Black,Male,02/03/2016,12TH PRECINCT,Duplication,Demeanor,Void,Black,Male
16-101,67227,02/03/2016,Walk In,68,Black,Male,02/03/2016,12TH PRECINCT,Duplication,Service,Void,Black,Male
16-102,67228,02/03/2016,Telephone (or TDD),49,Black,Female,03/07/2016,11TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-102,67228,02/03/2016,Telephone (or TDD),49,Black,Female,03/07/2016,11TH PRECINCT,,Procedure,Exonerated,Black,Male
16-102,67228,02/03/2016,Telephone (or TDD),49,Black,Female,03/07/2016,11TH PRECINCT,,Procedure,Exonerated,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Arrest,No Charge,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Arrest,No Charge,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Demeanor,Not Sustained,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Force,No Charge,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Force,Not Sustained,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Procedure,Exonerated,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Procedure,Exonerated,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Procedure,Not Sustained,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Procedure,Sustained,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Procedure,Unfounded,Black,Male
16-103,67229,02/03/2016,Walk In,0,Black,Male,03/09/2016,TACTICAL RESPONSE UNIT,,Procedure,Unfounded,Black,Male
16-104,67230,02/03/2016,Telephone (or TDD),49,Black,Male,03/15/2016,9TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-104,67230,02/03/2016,Telephone (or TDD),49,Black,Male,03/15/2016,9TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Arrest,Void,Black,Male
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Arrest,Void,Black,Male
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Demeanor,Void,Black,Male
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Demeanor,Void,Black,Male
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Force,Void,Black,Male
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Force,Void,Black,Male
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Procedure,Void,Black,Male
16-105,67231,02/03/2016,Walk In,0,Black,Male,02/04/2016,TACTICAL RESPONSE UNIT,Duplication,Procedure,Void,Black,Male
16-106,67232,02/03/2016,Telephone (or TDD),40,Black,Female,04/12/2016,9TH PRECINCT,,Demeanor,Not Sustained,Black,Female
16-106,67232,02/03/2016,Telephone (or TDD),40,Black,Female,04/12/2016,9TH PRECINCT,,Service,Sustained,Black,Female
16-107,67233,02/03/2016,Walk In,35,Black,Male,05/02/2016,GANG INTELLIGENCE,,Demeanor,Not Sustained,Black,Male
16-107,67233,02/03/2016,Walk In,35,Black,Male,05/02/2016,GANG INTELLIGENCE,,Demeanor,Not Sustained,Black,Male
16-107,67233,02/03/2016,Walk In,35,Black,Male,05/02/2016,GANG INTELLIGENCE,,Force,Unfounded,Black,Male
16-107,67233,02/03/2016,Walk In,35,Black,Male,05/02/2016,GANG INTELLIGENCE,,Force,Unfounded,Black,Male
16-107,67233,02/03/2016,Walk In,35,Black,Male,05/02/2016,GANG INTELLIGENCE,,Procedure,Exonerated,Black,Male
16-107,67233,02/03/2016,Walk In,35,Black,Male,05/02/2016,GANG INTELLIGENCE,,Procedure,Exonerated,Black,Male
16-107,67233,02/03/2016,Walk In,35,Black,Male,05/02/2016,GANG INTELLIGENCE,,Search,Exonerated,Black,Male
16-108,67234,02/03/2016,Walk In,30,Black,Male,04/19/2016,8TH PRECINCT,,Procedure,Sustained,Black,Male
16-108,67234,02/03/2016,Walk In,30,Black,Male,04/19/2016,8TH PRECINCT,,Procedure,Sustained,White,Male
16-108,67234,02/03/2016,Walk In,30,Black,Male,04/19/2016,8TH PRECINCT,,Search,Sustained,Black,Male
16-108,67234,02/03/2016,Walk In,30,Black,Male,04/19/2016,8TH PRECINCT,,Search,Sustained,White,Male
16-109,67235,02/04/2016,Telephone (or TDD),2,Black,Male,04/15/2016,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-109,67235,02/04/2016,Telephone (or TDD),2,Black,Male,04/15/2016,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-109,67235,02/04/2016,Telephone (or TDD),2,Black,Male,04/15/2016,8TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-109,67235,02/04/2016,Telephone (or TDD),2,Black,Male,04/15/2016,8TH PRECINCT,,Procedure,Not Sustained,Black,Male
16-109,67235,02/04/2016,Telephone (or TDD),2,Black,Male,04/15/2016,8TH PRECINCT,,Procedure,Unfounded,Black,Male
16-109,67235,02/04/2016,Telephone (or TDD),2,Black,Male,04/15/2016,8TH PRECINCT,,Procedure,Unfounded,Black,Male
16-109,67235,02/04/2016,Telephone (or TDD),2,Black,Male,04/15/2016,8TH PRECINCT,,Procedure,Unfounded,Black,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Demeanor,Admin. Closure,White,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Demeanor,Admin. Closure,Black,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Procedure,Admin. Closure,White,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Procedure,Admin. Closure,Black,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Property,Admin. Closure,White,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Property,Admin. Closure,Black,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Search,Admin. Closure,White,Male
16-110,67236,02/04/2016,Walk In,26,Black,Male,02/10/2016,7TH PRECINCT,Transferred,Search,Admin. Closure,Black,Male
16-111,67237,02/04/2016,Walk In,44,Black,Female,04/25/2016,11TH PRECINCT,,Arrest,Exonerated,White,Male
16-111,67237,02/04/2016,Walk In,44,Black,Female,04/25/2016,11TH PRECINCT,,Arrest,Exonerated,White,Male
16-111,67237,02/04/2016,Walk In,44,Black,Female,04/25/2016,11TH PRECINCT,,Demeanor,Unfounded,White,Male
16-111,67237,02/04/2016,Walk In,44,Black,Female,04/25/2016,11TH PRECINCT,,Procedure,Exonerated,White,Male
16-111,67237,02/04/2016,Walk In,44,Black,Female,04/25/2016,11TH PRECINCT,,Procedure,Exonerated,White,Male
16-111,67237,02/04/2016,Walk In,44,Black,Female,04/25/2016,11TH PRECINCT,,Procedure,Not Sustained,White,Male
16-112,67238,02/05/2016,Walk In,43,Black,Male,05/02/2016,6TH PRECINCT,,Demeanor,Not Sustained,Black,Male
16-112,67238,02/05/2016,Walk In,43,Black,Male,05/02/2016,6TH PRECINCT,,Procedure,Sustained,Black,Male
